sample_id,country_code,level0,level1_family,level2_genus,level3_species,location,source,species_key,year,longitude,latitude,Category
3539863,US,Deciduous Broadleaf,Fabaceae,Lupinus,Lupinus texensis,United States of America,iNaturalist Research-grade Observations,2963880.0,2022,-96.97158902637376,32.614797057023324,Frequent
6001721,CO,Deciduous Broadleaf,Viburnaceae,Viburnum,Viburnum tinoides,Colombia,Biodiversidad asociada al proyecto Línea de Transmisión Bello-Guayabal-Ancón Sur 230 kV,7881568.0,2015,-75.58847826209414,6.14242953752591,Rare
3539419,US,Deciduous Broadleaf,Fabaceae,Lupinus,Lupinus texensis,United States of America,iNaturalist Research-grade Observations,2963880.0,2024,-97.23256683372875,31.521269410181525,Frequent
2113719,RU,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron strigosus,Russian Federation,iNaturalist Research-grade Observations,3146632.0,2024,45.481207632364494,54.877755345663616,Frequent
4042808,US,Deciduous Broadleaf,Betulaceae,Betula,Betula nigra,United States of America,iNaturalist Research-grade Observations,5331532.0,2024,-94.69570398060443,33.00882998071212,Frequent
1442823,DE,Evergreen Broadleaf,Buxaceae,Buxus,Buxus sempervirens,Germany,"Observation.org, Nature data from around the World",2984671.0,2020,7.28261721779097,50.1913159432099,Frequent
190855,ZA,Evergreen Broadleaf,Arecaceae,Phoenix,Phoenix reclinata,South Africa,iNaturalist Research-grade Observations,5293164.0,2021,31.76138754280853,-28.95742007748176,Common
438076,TW,Evergreen Broadleaf,Urticaceae,Dendrocnide,Dendrocnide meyeniana,Chinese Taipei,iNaturalist Research-grade Observations,4098765.0,2020,120.62459180460684,23.5739607529597,Common
2886980,CA,Deciduous Broadleaf,Grossulariaceae,Ribes,Ribes cereum,Canada,iNaturalist Research-grade Observations,2986127.0,2020,-120.03537956870764,49.13623466565092,Frequent
310274,TW,Deciduous Broadleaf,Asteraceae,Blumea,Blumea lanceolaria,Chinese Taipei,iNaturalist Research-grade Observations,5395835.0,2024,120.76975783940176,23.78125098363124,Common
3820497,US,Deciduous Broadleaf,Malvaceae,Hibiscus,Hibiscus grandiflorus,United States of America,iNaturalist Research-grade Observations,3152592.0,2020,-82.285477279435,27.266502203408752,Common
5440561,AU,Evergreen Broadleaf,Proteaceae,Banksia,Banksia marginata,Australia,Victorian Biodiversity Atlas,7124257.0,2016,144.26606780661675,-37.40144137835007,Frequent
125473,ZA,Evergreen Broadleaf,Rhamnaceae,Phylica,Phylica buxifolia,South Africa,iNaturalist Research-grade Observations,3876260.0,2022,18.414803129628083,-33.95904211969617,Common
4652820,US,Evergreen Broadleaf,Ericaceae,Arctostaphylos,Arctostaphylos manzanita,United States of America,iNaturalist Research-grade Observations,2882567.0,2024,-122.68780448473306,38.56849960156319,Common
47216,BJ,Deciduous Broadleaf,Fabaceae,Pterocarpus,Pterocarpus erinaceus,Benin,Precious and rare plant species protected in classified forests managed by ONAB,5349317.0,2017,1.6453146475994067,8.95227855714219,Common
377442,TW,Evergreen Broadleaf,Euphorbiaceae,Mallotus,Mallotus paniculatus,Chinese Taipei,iNaturalist Research-grade Observations,5378650.0,2019,121.4217898909419,25.12773897413397,Frequent
5421139,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus radiata,Australia,iNaturalist Research-grade Observations,3176655.0,2023,145.32113570687258,-37.8700572262588,Common
1451200,DE,Deciduous Broadleaf,Rosaceae,Sorbus,Sorbus aucuparia,Germany,Pl@ntNet automatically identified occurrences,3012167.0,2022,6.180492424118125,50.68671761114669,Frequent
3815706,US,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia lyrata,United States of America,iNaturalist Research-grade Observations,2927027.0,2024,-81.4081803608769,30.363882977153324,Frequent
2068020,PT,Evergreen Needleleaf,Pinaceae,Pinus,Pinus pinea,Portugal,Forestry Inventory 2015,5285165.0,2015,-8.517480531622788,40.156211581754185,Frequent
3198662,US,Deciduous Broadleaf,Annonaceae,Asimina,Asimina speciosa,United States of America,iNaturalist Research-grade Observations,3158022.0,2024,-81.99256784943624,29.70973285261282,Common
2511112,RU,Evergreen Needleleaf,Pinaceae,Picea,Picea fennica,Russian Federation,iNaturalist Research-grade Observations,5284781.0,2023,31.73486480974264,58.52509488873388,Common
374,ZA,Deciduous Broadleaf,Amaranthaceae,Achyranthes,Achyranthes spec,South Africa,iNaturalist Research-grade Observations,3085166.0,2024,18.44842029247001,-33.96992232626658,Common
2068295,PT,Evergreen Needleleaf,Pinaceae,Pinus,Pinus pinea,Portugal,Forestry Inventory 2015,5285165.0,2015,-8.361501176773253,37.3010580954349,Frequent
5491685,AU,Evergreen Broadleaf,Araliaceae,Astrotricha,Astrotricha ledifolia,Australia,NSW BioNet Atlas,3036015.0,2019,148.4259141292648,-35.78654225903622,Rare
4986822,US,Evergreen Broadleaf,Rubiaceae,Psychotria,Psychotria nervosa,United States of America,iNaturalist Research-grade Observations,2920385.0,2018,-82.39306201055149,28.07515126124905,Frequent
3984896,US,Deciduous Broadleaf,Rosaceae,Prunus,Prunus ilicifolia,United States of America,iNaturalist Research-grade Observations,3020610.0,2020,-122.17601562042488,37.305405718962014,Frequent
4011379,US,Deciduous Broadleaf,Sapindaceae,Acer,Acer negundo,United States of America,iNaturalist Research-grade Observations,3189866.0,2019,-122.5660041394582,38.02477911461128,Frequent
70995,ZA,Deciduous Broadleaf,Anacardiaceae,Searsia,Searsia crenata,South Africa,iNaturalist Research-grade Observations,5544388.0,2022,18.399428149195803,-34.07481821944784,Common
4010991,US,Deciduous Broadleaf,Sapindaceae,Acer,Acer negundo,United States of America,iNaturalist Research-grade Observations,3189866.0,2021,-73.20335415871752,44.49485002024122,Frequent
4787299,US,Evergreen Broadleaf,Rhamnaceae,Ceanothus,Ceanothus verrucosus,United States of America,iNaturalist Research-grade Observations,3039298.0,2021,-117.25704747533712,32.92396882856399,Common
123968,ZA,Evergreen Broadleaf,Proteaceae,Protea,Protea repens,South Africa,iNaturalist Research-grade Observations,5636761.0,2024,19.04040608922444,-34.054930628749474,Common
5873745,BR,Evergreen Broadleaf,Piperaceae,Piper,Piper umbellatum,Brazil,Pl@ntNet automatically identified occurrences,3086364.0,2022,-43.966277099567854,-20.020784046835047,Common
3591889,US,Deciduous Broadleaf,Asteraceae,Trixis,Trixis inula,United States of America,iNaturalist Research-grade Observations,5398966.0,2022,-97.82202877928694,26.3215295081625,Common
3539796,US,Deciduous Broadleaf,Fabaceae,Lupinus,Lupinus texensis,United States of America,iNaturalist Research-grade Observations,2963880.0,2022,-96.63902926980776,32.31750433068903,Frequent
5286676,AU,Evergreen Broadleaf,Proteaceae,Adenanthos,Adenanthos obovatus,Australia,Pl@ntNet automatically identified occurrences,3996576.0,2016,117.8917380828804,-34.93299451268877,Common
1677325,NO,Deciduous Broadleaf,Sapindaceae,Acer,Acer platanoides,Norway,Norwegian Species Observation Service,3189846.0,2023,10.826224693054929,59.285251222617966,Frequent
5780928,NZ,Evergreen Needleleaf,Phyllocladaceae,Phyllocladus,Phyllocladus trichomanoides,New Zealand,iNaturalist Research-grade Observations,5284474.0,2024,171.73843332835992,-42.92338700428898,Frequent
311836,TW,Deciduous Broadleaf,Asteraceae,Pluchea,Pluchea indica,Chinese Taipei,iNaturalist Research-grade Observations,3132728.0,2024,120.15153469204888,23.50794822096449,Rare
5780839,NZ,Evergreen Needleleaf,Phyllocladaceae,Phyllocladus,Phyllocladus trichomanoides,New Zealand,iNaturalist Research-grade Observations,5284474.0,2024,175.65199012252302,-39.103043258547125,Frequent
5220495,AU,Evergreen Broadleaf,Asphodelaceae,Xanthorrhoea,Xanthorrhoea platyphylla,Australia,iNaturalist Research-grade Observations,2779438.0,2021,117.9283829753376,-34.659486631373554,Rare
4833278,US,Evergreen Broadleaf,Ericaceae,Arbutus,Arbutus arizonica,United States of America,iNaturalist Research-grade Observations,2882797.0,2024,-109.18968198135234,31.86738037484894,Common
1678430,NO,Deciduous Broadleaf,Sapindaceae,Acer,Acer platanoides,Norway,Norwegian Species Observation Service,3189846.0,2018,10.454482815532304,59.86946480623623,Frequent
2066093,PT,Evergreen Needleleaf,Pinaceae,Pinus,Pinus pinea,Portugal,Forestry Inventory 2015,5285165.0,2015,-7.137518069511839,40.21562910329134,Frequent
5465498,AU,Evergreen Broadleaf,Rutaceae,Citrus,Citrus polyandra,Australia,NSW BioNet Atlas,2396.0,2023,150.35844393481773,-33.65138644251368,Frequent
105304,ZA,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,South Africa,iNaturalist Research-grade Observations,11900000.0,2020,18.834890580772168,-33.94059481863806,Frequent
1296139,FI,Deciduous Broadleaf,Rosaceae,Malus,Docynia delavayi,Finland,LajiGIS: Species mapping and surveys,3001068.0,2019,21.31450749457235,60.28721122932726,Frequent
3693569,US,Deciduous Broadleaf,Fabaceae,Dalea,Dalea pinnata,United States of America,iNaturalist Research-grade Observations,5353205.0,2022,-87.39581220533243,30.367477012602407,Common
5218386,AU,Evergreen Broadleaf,Arecaceae,Caryota,Caryota mitis,Australia,iNaturalist Research-grade Observations,2738902.0,2024,131.31108164794992,-12.566598456911692,Common
4339094,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus falcata,United States of America,iNaturalist Research-grade Observations,2880967.0,2023,-76.86051710140852,39.03728489531196,Frequent
6037851,CO,Deciduous Broadleaf,Meliaceae,Cedrela,Cedrela odorata,Colombia,"Flora y epífitas presentes en el proyecto Minera de Cobre Quebradona, municipio de Jericó",3190511.0,2019,-75.70701008629682,5.7984188094546685,Frequent
3822615,US,Deciduous Broadleaf,Oleaceae,Syringa,Syringa vulgaris,United States of America,iNaturalist Research-grade Observations,5415039.0,2023,-77.7268580086783,38.95140706812364,Frequent
1058619,ES,Deciduous Broadleaf,Rosaceae,Crataegus,Crataegus monogyna,Spain,iNaturalist Research-grade Observations,9220780.0,2021,-8.433127716994754,42.24338747094165,Frequent
3591278,US,Evergreen Broadleaf,Asteraceae,Roldana,Roldana hartwegii,United States of America,iNaturalist Research-grade Observations,3141771.0,2019,-110.87652423706248,31.705969834916303,Rare
4042820,US,Deciduous Broadleaf,Betulaceae,Betula,Betula nigra,United States of America,iNaturalist Research-grade Observations,5331532.0,2024,-95.263838045824,30.208777606110257,Frequent
2332874,SE,Evergreen Broadleaf,Crambidae,Eudonia,Eudonia laetella,Sweden,Artportalen,1879522.0,2022,15.063810983468777,59.79506916426054,Rare
6218968,AR,Deciduous Broadleaf,Viburnaceae,Sambucus,Sambucus australis,Argentina,iNaturalist Research-grade Observations,3857366.0,2021,-58.34724810231825,-34.60770754994093,Rare
2850166,CA,Evergreen Broadleaf,Ericaceae,Kalmia,Kalmia microphylla,Canada,iNaturalist Research-grade Observations,2882998.0,2024,-123.00027599105329,50.58254855143714,Frequent
238429,SG,Evergreen Broadleaf,Araceae,Dieffenbachia,Dieffenbachia seguine,Singapore,iNaturalist Research-grade Observations,2869345.0,2023,103.8225206711806,1.3607481956716512,Common
4339266,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus falcata,United States of America,iNaturalist Research-grade Observations,2880967.0,2022,-77.2554329271059,39.14037485256657,Frequent
3989787,US,Deciduous Broadleaf,Rosaceae,Rubus,Rubus bifrons,United States of America,BLM - National Invasive Species Information Management System - Plants,2995779.0,2018,-123.54826383771338,42.88209126943303,Frequent
3142104,MX,Evergreen Broadleaf,Acanthaceae,Barleria,Barleria oenotheroides,Mexico,iNaturalist Research-grade Observations,3771627.0,2019,-106.6074968251208,24.06361018053754,Common
95585,ZA,Deciduous Broadleaf,Fabaceae,Podalyria,Podalyria buxifolia,South Africa,iNaturalist Research-grade Observations,7827793.0,2021,22.59442110634713,-33.96688121934813,Common
3023385,MX,Evergreen Broadleaf,Acanthaceae,Barleria,Barleria oenotheroides,Mexico,"Florística, biodiversidad y conocimiento ecológico tradicional en la Sierra Nororiental de Puebla, México",3771627.0,2016,-98.67381072161724,16.831768746442158,Common
415743,TW,Evergreen Broadleaf,Primulaceae,Maesa,Maesa perlaria,Chinese Taipei,iNaturalist Research-grade Observations,7330845.0,2023,121.57826866510942,25.16270724459509,Frequent
6239220,BR,Evergreen Broadleaf,Urticaceae,Urera,Urera nitida,Brazil,iNaturalist Research-grade Observations,4098735.0,2022,-46.76055939740656,-23.45464858607265,Rare
5586575,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus crebra,Australia,iNaturalist Research-grade Observations,3176920.0,2024,152.62887549999866,-27.69230622210335,Common
3716625,US,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia lyrata,United States of America,iNaturalist Research-grade Observations,2927027.0,2022,-87.31054081588738,35.87525607449452,Frequent
2234943,RU,Evergreen Needleleaf,Pinaceae,Picea,Picea fennica,Russian Federation,iNaturalist Research-grade Observations,5284781.0,2022,44.3343580551256,58.81460202462885,Common
322662,TW,Deciduous Broadleaf,Hydrangeaceae,Hydrangea,Hydrangea aspera,Chinese Taipei,iNaturalist Research-grade Observations,3645663.0,2018,121.11435716881206,24.50647026076157,Common
4359795,US,Deciduous Broadleaf,Rosaceae,Rhodotypos,Rhodotypos scandens,United States of America,iNaturalist Research-grade Observations,3032442.0,2022,-77.63841173928321,39.32031741647732,Frequent
6048457,CO,Deciduous Broadleaf,Cochlospermaceae,Cochlospermum,Cochlospermum vitifolium,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2874865.0,2018,-75.8726210994218,6.785217872582241,Frequent
5873771,BR,Evergreen Broadleaf,Piperaceae,Piper,Piper umbellatum,Brazil,iNaturalist Research-grade Observations,3086364.0,2023,-44.82321376271592,-23.363986143453985,Common
310264,TW,Deciduous Broadleaf,Asteraceae,Blumea,Blumea aromatica,Chinese Taipei,iNaturalist Research-grade Observations,5395607.0,2019,120.80808381295611,24.36640543757177,Common
322565,TW,Deciduous Broadleaf,Hydrangeaceae,Hydrangea,Hydrangea aspera,Chinese Taipei,iNaturalist Research-grade Observations,3645663.0,2022,121.11423231398255,24.50639445604365,Common
4078900,US,Deciduous Broadleaf,Meliaceae,Melia,Melia azedarach,United States of America,iNaturalist Research-grade Observations,5914287.0,2021,-97.49403068309864,31.2029653996834,Frequent
3843978,US,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron philadelphicus,United States of America,iNaturalist Research-grade Observations,3119285.0,2019,-74.1371077557133,41.74074422289407,Frequent
3155215,MX,Evergreen Broadleaf,Nyctaginaceae,Pisonia,Pisonia capitata,Mexico,iNaturalist Research-grade Observations,3086264.0,2023,-108.73216929506668,27.050619285007222,Rare
310118,TW,Deciduous Broadleaf,Asteraceae,Blumea,Blumea aromatica,Chinese Taipei,iNaturalist Research-grade Observations,5395607.0,2024,120.9727940876683,24.260479492047168,Common
5340770,AU,Deciduous Broadleaf,Asteraceae,Sigesbeckia,Sigesbeckia australiensis,Australia,NSW BioNet Atlas,3125910.0,2022,149.71352860855893,-31.73073568216716,Common
3040930,US,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron strigosus,United States of America,iNaturalist Research-grade Observations,3146632.0,2024,-96.81713914318554,30.658094464659683,Frequent
2990341,CA,Deciduous Broadleaf,Rosaceae,Spiraea,Spiraea douglasii,Canada,iNaturalist Research-grade Observations,3027159.0,2024,-123.20510925704438,49.64487986371643,Frequent
3017466,US,Deciduous Broadleaf,Asteraceae,Ambrosia,Ambrosia psilostachya,United States of America,iNaturalist Research-grade Observations,3110686.0,2020,-117.04415661374247,32.8398523462918,Frequent
2441136,SE,Deciduous Broadleaf,Ulmaceae,Ulmus,Ulmus glabra,Sweden,Artportalen,5361866.0,2023,15.426041598444398,58.40045855518903,Frequent
6145550,CO,Deciduous Broadleaf,Fabaceae,Platymiscium,Platymiscium pinnatum,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,2944742.0,2019,-72.74547582614548,11.072358153003032,Frequent
4093843,US,Deciduous Broadleaf,Rosaceae,Prunus,Prunus ilicifolia,United States of America,iNaturalist Research-grade Observations,3020610.0,2021,-118.1661377844063,34.205750803680175,Frequent
3819290,US,Deciduous Broadleaf,Malvaceae,Corchorus,Corchorus siliquosus,United States of America,iNaturalist Research-grade Observations,3152091.0,2024,-80.92780586349022,25.755665125379164,Rare
405831,TW,Evergreen Broadleaf,Piperaceae,Piper,Piper umbellatum,Chinese Taipei,iNaturalist Research-grade Observations,3086364.0,2020,120.61840257234462,23.06100806327656,Common
3539586,US,Deciduous Broadleaf,Fabaceae,Lupinus,Lupinus texensis,United States of America,iNaturalist Research-grade Observations,2963880.0,2023,-97.6623037795525,30.8578488145509,Frequent
5197982,US,Deciduous Broadleaf,Hamamelidaceae,Hamamelis,Hamamelis virginiana,United States of America,iNaturalist Research-grade Observations,3152827.0,2022,-69.97922343752874,41.6878503661981,Frequent
5218380,AU,Evergreen Broadleaf,Arecaceae,Caryota,Caryota mitis,Australia,iNaturalist Research-grade Observations,2738902.0,2024,130.9309477422447,-12.399400003811689,Common
5669670,AU,Evergreen Broadleaf,Sapindaceae,Alectryon,Alectryon connatus,Australia,iNaturalist Research-grade Observations,5578187.0,2022,152.04391278740343,-27.644303999263013,Rare
